iter	RMSE
208	19569.86934
209	19521.41577
210	19497.0376
211	19471.52994
212	19431.01535
213	19392.7833
214	19348.06363
215	19273.70065
216	19216.84495
217	19120.82112
218	19081.17643
219	18974.23948
220	18920.81219
221	18902.50832
222	18839.36356
223	18774.86386
224	18744.04934
225	18729.37551
226	18692.04741
227	18636.7986
228	18611.80358
229	18574.75603
230	18531.32494
231	18483.70015
232	18432.78363
233	18394.61454
234	18326.2292
235	18310.09373
236	18281.62206
237	18230.9073
238	18211.91102
239	18186.15256
240	18152.47611
241	18102.49211
242	18009.42809
243	17900.49865
244	17869.43017
245	17831.86285
246	17774.92418
247	17765.75141
248	17730.14173
249	17700.35307
250	17642.63451
251	17609.17519
252	17563.69057
253	17508.0106
254	17441.87072
255	17380.6768
256	17329.04604
257	17292.26616
258	17253.73798
259	17219.10398
260	17174.54476
261	17147.89244
262	17128.05985
263	17083.82474
264	17031.65629
265	17007.1671
266	16990.40848
267	16945.30012
268	16885.90991
269	16820.8314
270	16753.66666
271	16703.1749
272	16678.45153
273	16645.97413
274	16581.58835
275	16530.2928
276	16513.01057
277	16464.67189
278	16439.71755
279	16436.85001
280	16390.5627
281	16341.14728
282	16288.33443
283	16274.14847
284	16230.8689
285	16217.4549
286	16191.26214
287	16135.14874
288	16118.79284
289	16069.50398
290	16031.40965
291	15981.43544
292	15948.50101
293	15879.46194
294	15843.971
295	15820.7788
296	15769.34427
297	15748.65777
298	15711.58116
299	15688.30663
300	15636.37207
301	15596.11081
302	15564.23628
303	15543.82626
304	15506.05554
305	15481.11275
306	15435.01827
307	15406.2312
308	15354.97322
309	15351.47272
310	15322.51581
311	15289.31878
312	15250.47913
313	15232.59005
314	15183.54791
315	15150.84842
316	15144.66616
317	15093.22029
318	15058.85055
319	15021.54533
320	15007.89638
321	14987.88509
322	14974.80303
323	14971.28779
324	14917.8151
325	14874.44896
326	14847.64277
327	14828.81987
328	14793.34576
329	14765.23221
330	14753.6297
331	14732.45113
332	14716.13313
333	14670.25654
334	14611.2667
335	14583.76658
336	14548.3552
337	14525.17115
338	14494.48241
339	14465.88218
340	14457.81307
341	14408.56028
342	14398.79959
343	14354.52204
344	14350.49688
345	14336.03494
346	14309.22306
347	14227.43307
348	14224.69882
349	14183.65464
350	14175.51034
351	14132.39195
352	14122.16976
353	14085.84915
354	14068.66556
355	14021.45663
356	13970.10054
357	13920.00183
358	13903.63251
359	13852.36883
360	13794.35732
361	13713.08463
362	13675.30211
363	13655.48502
364	13611.30334
365	13569.6616
366	13515.13437
367	13493.98063
368	13447.2429
369	13392.78034
370	13355.43253
371	13307.26225
372	13300.80116
373	13293.70783
374	13276.33993
375	13225.85348
376	13220.96199
377	13194.74022
378	13160.64532
379	13152.62633
380	13119.72955
381	13067.20023
382	13039.78868
383	13036.18574
384	13012.73093
385	12987.62097
386	12962.77943
387	12910.99158
388	12873.58777
389	12847.12587
390	12817.28907
391	12796.91491
392	12760.72324
393	12717.39242
394	12711.21321
395	12668.80554
396	12616.55709
397	12599.65163
398	12547.41659
399	12546.04282
400	12525.75356
401	12515.53787
402	12478.96701
403	12436.90541
404	12407.78252
405	12400.33423
406	12376.848
407	12351.91877
408	12326.40307
409	12307.79458
410	12292.59868
411	12270.35775
412	12231.33084
413	12185.37025
414	12168.41075
415	12140.51272
416	12132.26519
417	12112.0919
418	12069.99599
419	12067.07625
420	12050.87293
421	12045.26403
422	12029.77936
423	12010.90625
424	11988.11487
425	11976.96185
426	11969.87155
427	11960.08846
428	11932.1891
429	11895.1315
430	11858.83462
431	11829.97636
432	11806.60509
433	11745.36499
434	11729.05443
435	11715.88328
436	11692.62956
437	11655.42884
438	11614.47273
439	11576.52831
440	11536.00368
441	11535.21582
442	11511.23727
443	11502.86405
444	11480.27811
445	11441.94903
446	11418.62106
447	11410.08035
448	11393.81287
449	11381.74968
450	11360.88828
451	11342.43387
452	11328.76907
453	11314.40423
454	11278.37612
455	11272.02705
456	11243.60819
457	11230.7063
458	11225.10931
459	11189.82529
460	11167.40787
461	11128.76726
462	11115.07093
463	11071.43411
464	11065.80419
465	11025.91721
466	11007.63514
467	10981.75133
468	10971.53296
469	10949.55604
470	10920.46809
471	10878.72461
472	10848.84633
473	10826.57645
474	10773.01303
475	10752.92843
476	10735.43428
477	10716.98027
478	10693.17868
479	10675.56837
480	10662.82223
481	10656.01863
482	10636.62978
483	10608.82993
484	10582.53515
485	10575.33612
486	10562.02963
487	10558.34823
488	10556.2038
489	10537.27785
490	10534.0785
491	10528.34659
492	10499.10167
493	10485.82904
494	10464.04636
495	10438.37592
496	10414.46418
497	10413.46584
498	10394.77609
499	10390.20297
500	10348.7513
501	10323.80468
502	10311.00676
503	10305.36664
504	10299.07357
505	10295.04855
506	10268.22713
507	10234.5018
508	10230.06318
509	10203.61787
510	10202.51258
511	10187.06891
512	10180.72036
513	10164.18917
514	10151.70424
515	10146.90581
516	10125.85991
517	10110.03648
518	10089.0366
519	10075.19415
520	10056.72393
521	10014.146
522	10010.33218
523	9995.156556
524	9965.158775
525	9952.134441
526	9935.727644
527	9928.607054
528	9920.519455
529	9891.688462
530	9881.704077
531	9877.708208
532	9877.135838
533	9876.148102
534	9866.468054
535	9851.449626
536	9824.749185
537	9821.66271
538	9812.899937
539	9768.183213
540	9759.212069
541	9758.537476
542	9751.543691
543	9720.977676
544	9714.682261
545	9690.596968
546	9649.114064
547	9640.38572
548	9627.519613
549	9619.095859
550	9593.517103
551	9563.968449
552	9547.757867
553	9518.970788
554	9485.18926
555	9470.831152
556	9461.909934
557	9449.677651
558	9432.753805
559	9427.385268
560	9414.177791
561	9410.420391
562	9400.53776
563	9378.355945
564	9342.155334
565	9340.49818
566	9330.379288
567	9314.550807
568	9301.903436
569	9288.815121
570	9268.261966
571	9255.997526
572	9235.586635
573	9226.950113
574	9226.065093
575	9192.315886
576	9190.697781
577	9160.833197
578	9140.324858
579	9117.716027
580	9110.572279
581	9093.941788
582	9085.657538
583	9082.571547
584	9065.120347
585	9046.168626
586	9024.511801
587	9007.262341
588	8966.143818
589	8936.211557
590	8924.371225
591	8905.948368
592	8879.992696
593	8863.273781
594	8832.443233
595	8805.588539
596	8790.334921
597	8751.525115
598	8747.704949
599	8722.31028
600	8707.849162
601	8690.032253
602	8688.451914
603	8677.701293
604	8674.291149
605	8660.219702
606	8657.579016
607	8648.58576
608	8646.704537
609	8644.358596
610	8643.521204
611	8630.610388
612	8611.642031
613	8594.401111
614	8576.741244
615	8570.055838
616	8558.63819
617	8551.510358
618	8531.474725
619	8502.776094
620	8494.402217
621	8488.107565
622	8471.170576
623	8469.411537
624	8460.504582
625	8450.993237
626	8437.855429
627	8414.918825
628	8410.044204
629	8378.861375
630	8368.23677
631	8361.686275
632	8353.297355
633	8331.765224
634	8296.660206
635	8279.752705
636	8268.686676
637	8261.295322
638	8244.920504
639	8238.917742
640	8232.915983
641	8225.865002
642	8216.702666
643	8216.048843
644	8203.826221
645	8180.968054
646	8161.698974
647	8137.389341
648	8134.376138
649	8130.342788
650	8125.982014
651	8115.46412
652	8108.367521
653	8097.557856
654	8095.34363
655	8084.307358
656	8071.617329
657	8066.996539
658	8054.48579
659	8048.982739
660	8039.599972
661	8038.536876
662	8034.92737
663	8014.568111
664	8000.986824
665	7947.22988
666	7936.217247
667	7935.081704
668	7912.813595
669	7909.007132
670	7897.230597
671	7894.646744
672	7889.288509
673	7888.233141
674	7883.046605
675	7853.978157
676	7833.373953
677	7819.057306
678	7804.129137
679	7793.747865
680	7777.668067
681	7771.78082
682	7752.798712
683	7747.329275
684	7728.154767
685	7725.012469
686	7713.243111
687	7703.027161
688	7680.543503
689	7669.889772
690	7662.677083
691	7649.522478
692	7635.902498
693	7626.390129
694	7622.593121
695	7608.210041
696	7584.46363
697	7578.484463
698	7565.831365
699	7562.056162
700	7544.202254
701	7523.602667
702	7513.536718
703	7507.432948
704	7490.870453
705	7466.788789
706	7458.620564
707	7448.196655
708	7447.169054
709	7434.212919
710	7432.526847
711	7428.140603
712	7390.136251
713	7373.155411
714	7357.702583
715	7346.834024
716	7327.593067
717	7311.730726
718	7306.687867
719	7300.737928
720	7286.297248
721	7267.870506
722	7254.579954
723	7248.465633
724	7230.297682
725	7226.009277
726	7224.387129
727	7214.802089
728	7206.784543
729	7202.119736
730	7198.666033
731	7177.249902
732	7159.235095
733	7139.733507
734	7133.125654
735	7123.184385
736	7092.949326
737	7090.747228
738	7084.875763
739	7074.824279
740	7053.732482
741	7048.852221
742	7033.498837
743	7018.736106
744	7001.205753
745	6991.263492
746	6960.758668
747	6957.324957
748	6927.830368
749	6927.205589
750	6914.823484
751	6905.76829
752	6904.161449
753	6871.684035
754	6857.200514
755	6852.508741
756	6830.591702
757	6818.944687
758	6807.47818
759	6798.125734
760	6787.319433
761	6780.465639
762	6767.987763
763	6755.152109
764	6742.908488
765	6739.895214
766	6732.619088
767	6725.100794
768	6715.451723
769	6693.710746
770	6676.630809
771	6671.399112
772	6669.164281
773	6656.292241
774	6638.377131
775	6628.341037
776	6618.452344
777	6617.084812
778	6608.83801
779	6603.445229
780	6589.37257
781	6576.128999
782	6569.500363
783	6551.498197
784	6543.41115
785	6529.499868
786	6519.807893
787	6512.194639
788	6493.321575
789	6487.014552
790	6475.558861
791	6450.281384
792	6438.448754
793	6428.066733
794	6394.454753
795	6362.922685
796	6361.897911
797	6360.941611
798	6353.001439
799	6329.664704
800	6317.352653
801	6310.151427
802	6302.630685
803	6301.53015
804	6299.211278
805	6296.728792
806	6291.190218
807	6285.659912
808	6279.570787
809	6263.988924
810	6258.056693
811	6248.384262
812	6230.854981
813	6216.458769
814	6205.90269
815	6185.938588
816	6176.284501
817	6171.67813
818	6161.92959
819	6156.700297
820	6156.601037
821	6151.62677
822	6144.281707
823	6121.53569
824	6119.73209
825	6106.761243
826	6101.556465
827	6090.813131
828	6077.919573
829	6064.766062
830	6053.253796
831	6043.720933
832	6041.30156
833	6028.894013
834	6023.035847
835	6011.826478
836	5999.295296
837	5994.219641
838	5987.245317
839	5980.087776
840	5975.418864
841	5965.098051
842	5951.521162
843	5948.968201
844	5942.636954
845	5936.055955
846	5907.608636
847	5904.762323
848	5896.282059
849	5882.539322
850	5863.234432
851	5854.482747
852	5843.14384
853	5827.870439
854	5809.248942
855	5808.450207
856	5796.22052
857	5796.015131
858	5791.965786
859	5773.798757
860	5768.042523
861	5759.251846
862	5748.526604
863	5742.850777
864	5731.408459
865	5719.612966
866	5692.278176
867	5687.156752
868	5685.829764
869	5664.452807
870	5661.818199
871	5654.760329
872	5633.946291
873	5632.192977
874	5624.197196
875	5609.892982
876	5601.459858
877	5596.729768
878	5595.210422
879	5575.453578
880	5563.381939
881	5554.015361
882	5550.728421
883	5545.508874
884	5535.746139
885	5531.962518
886	5528.312114
887	5520.338805
888	5518.164588
889	5510.710922
890	5497.969659
891	5472.820791
892	5471.600272
893	5467.53228
894	5458.23068
895	5453.308123
896	5433.264139
897	5424.30747
898	5418.062017
899	5394.697133
900	5393.150594
901	5383.709363
902	5381.479648
903	5380.124651
904	5365.15438
905	5354.363435
906	5349.470793
907	5346.295442
908	5341.279026
909	5339.120264
910	5334.95394
911	5330.050412
912	5315.246665
913	5310.962914
914	5309.570872
915	5297.317971
916	5279.76384
917	5274.320456
918	5273.282263
919	5260.075469
920	5256.033147
921	5246.759306
922	5243.292227
923	5240.906424
924	5229.868501
925	5221.763902
926	5209.118682
927	5193.320775
928	5189.710827
929	5176.592711
930	5162.935048
931	5155.39319
932	5138.313801
933	5137.427335
934	5133.987419
935	5128.52845
936	5121.780493
937	5100.417243
938	5096.137763
939	5092.10528
940	5090.242272
941	5089.390691
942	5084.980063
943	5080.325201
944	5070.568357
945	5067.116227
946	5048.691208
947	5046.130832
948	5043.465693
949	5040.686323
950	5031.17497
951	5020.519968
952	5001.752331
953	4988.594397
954	4980.689637
955	4969.452103
956	4962.516484
957	4947.355126
958	4941.42193
959	4938.10309
960	4926.30581
961	4916.483319
962	4901.702756
963	4900.122933
964	4892.575175
965	4888.541291
966	4879.127327
967	4875.078563
968	4874.051941
969	4866.064054
970	4860.49059
971	4857.819871
972	4850.099972
973	4848.655068
974	4840.966461
975	4833.820457
976	4830.69912
977	4824.264215
978	4817.404875
979	4812.320068
980	4807.108164
981	4803.328234
982	4802.843541
983	4794.817012
984	4790.591489
985	4782.342395
986	4780.165492
987	4777.181232
988	4772.609722
989	4770.261899
990	4765.678654
991	4755.118654
992	4734.70836
993	4729.043827
994	4720.68473
995	4707.505381
996	4706.803096
997	4703.735997
998	4698.92898
999	4690.269749
1000	4686.819918
1001	4683.728048
1002	4678.784962
1003	4671.326129
1004	4658.659554
1005	4647.74624
1006	4638.406439
1007	4629.004035
1008	4620.846811
1009	4615.424695
1010	4598.905651
1011	4598.434899
1012	4591.080736
1013	4589.249759
1014	4579.2979
1015	4571.857333
1016	4555.812126
1017	4555.369853
1018	4554.335215
1019	4543.215366
1020	4539.453914
1021	4530.879033
1022	4520.171632
1023	4514.764339
1024	4509.116389
1025	4507.102387
1026	4495.766425
1027	4488.74421
1028	4487.935754
1029	4482.344322
1030	4475.509642
1031	4473.727691
1032	4453.710138
1033	4448.240379
1034	4442.028582
1035	4436.346102
1036	4423.16259
1037	4418.59176
1038	4409.371312
1039	4407.577054
1040	4399.179331
1041	4387.060414
1042	4384.13399
1043	4381.195868
1044	4375.65358
1045	4370.386524
1046	4368.218221
1047	4365.802307
1048	4364.672254
1049	4358.633826
1050	4350.667701
1051	4342.445249
1052	4335.711534
1053	4330.434124
1054	4323.944658
1055	4318.007025
1056	4310.865212
1057	4304.888274
1058	4297.394009
1059	4293.360868
1060	4288.116487
1061	4280.122824
1062	4271.659574
1063	4266.233544
1064	4261.791095
1065	4261.062373
1066	4256.828284
1067	4251.732062
1068	4242.428245
1069	4237.414687
1070	4230.805281
1071	4220.519665
1072	4211.656846
1073	4206.73556
1074	4201.555028
1075	4195.556901
1076	4195.009557
1077	4180.444786
1078	4170.428151
1079	4167.232487
1080	4157.326597
1081	4148.495615
1082	4147.045145
1083	4140.420066
1084	4139.772213
1085	4135.045489
1086	4127.208788
1087	4117.789027
1088	4106.987966
1089	4102.735248
1090	4089.610262
1091	4083.68291
1092	4064.130969
1093	4059.470453
1094	4055.665254
1095	4051.224488
1096	4043.332148
1097	4035.139766
1098	4034.56398
1099	4029.919716
1100	4020.495401
1101	4015.96246
1102	4015.678797
1103	4012.034901
1104	4002.837778
1105	4000.753039
1106	3996.246457
1107	3994.773733
1108	3992.058679
1109	3979.925394
1110	3978.229612
1111	3976.141279
1112	3970.357867
1113	3964.444432
1114	3958.558758
1115	3944.818767
1116	3936.627893
1117	3925.87963
1118	3916.295785
1119	3915.61572
1120	3911.21633
1121	3906.631924
1122	3902.575623
1123	3893.7103
1124	3883.392494
1125	3881.071323
1126	3874.777754
1127	3870.569647
1128	3852.829661
1129	3849.909794
1130	3840.512545
1131	3835.589644
1132	3834.829266
1133	3830.265748
1134	3827.112569
1135	3819.561148
1136	3815.200218
1137	3810.594843
1138	3794.851658
1139	3788.155541
1140	3786.137782
1141	3779.418272
1142	3775.415267
1143	3769.210394
1144	3763.610331
1145	3751.061434
1146	3750.512759
1147	3749.497923
1148	3745.928578
1149	3735.303129
1150	3729.316354
1151	3722.558076
1152	3719.650027
1153	3718.153644
1154	3717.485057
1155	3715.694783
1156	3702.395488
1157	3696.196244
1158	3687.278168
1159	3682.127318
1160	3680.250833
1161	3678.423152
1162	3670.481762
1163	3668.052747
1164	3663.343602
1165	3661.805598
1166	3657.985133
1167	3656.207195
1168	3653.298598
1169	3650.533138
1170	3646.724237
1171	3641.018699
1172	3633.234615
1173	3631.159147
1174	3630.063872
1175	3629.097748
1176	3626.104979
1177	3624.519195
1178	3621.210159
1179	3618.041148
1180	3612.518146
1181	3610.726633
1182	3602.243694
1183	3588.050219
1184	3583.521524
1185	3581.970029
1186	3576.075652
1187	3573.159866
1188	3566.824572
1189	3559.699304
1190	3554.037875
1191	3550.464289
1192	3550.093685
1193	3544.466415
1194	3543.02814
1195	3541.942341
1196	3536.846049
1197	3536.712069
1198	3536.574939
1199	3533.204037
1200	3532.474738
1201	3531.239211
1202	3528.231983
1203	3526.555711
1204	3521.834449
1205	3519.489108
1206	3516.44546
1207	3509.123441
1208	3500.199448
1209	3494.16747
1210	3479.287548
1211	3472.993604
1212	3463.025701
1213	3456.445174
1214	3453.338558
1215	3449.05986
1216	3443.581529
1217	3437.423771
1218	3431.620228
1219	3430.366186
1220	3422.961856
1221	3421.745777
1222	3413.936638
1223	3405.562992
1224	3404.029281
1225	3399.961913
1226	3399.319161
1227	3391.076242
1228	3390.53868
1229	3388.365605
1230	3387.670083
1231	3380.065131
1232	3370.856254
1233	3369.802691
1234	3363.8888
1235	3362.764508
1236	3360.42718
1237	3359.226348
1238	3353.401412
1239	3347.936736
1240	3347.523586
1241	3344.028639
1242	3343.396178
1243	3342.711964
1244	3338.208431
1245	3337.382556
1246	3334.932266
1247	3333.836466
1248	3323.349202
1249	3320.622292
1250	3315.6019
1251	3308.408953
1252	3301.980766
1253	3297.102428
1254	3292.504638
1255	3284.437487
1256	3276.789789
1257	3274.470926
1258	3273.670042
1259	3269.150421
1260	3261.281208
1261	3256.887299
1262	3254.798966
1263	3252.639583
1264	3245.023013
1265	3237.529421
1266	3226.478059
1267	3223.046837
1268	3219.07226
1269	3217.704437
1270	3213.655718
1271	3212.718033
1272	3208.993427
1273	3202.090408
1274	3197.0313
1275	3195.835046
1276	3192.267772
1277	3191.629325
1278	3184.940553
1279	3183.189191
1280	3181.689139
1281	3181.386673
1282	3180.937373
1283	3177.474853
1284	3173.378895
1285	3166.068536
1286	3164.902215
1287	3161.361095
1288	3160.346418
1289	3160.257412
1290	3154.118471
1291	3151.690998
1292	3136.811357
1293	3128.127306
1294	3123.78351
1295	3119.251061
1296	3116.748894
1297	3111.789671
1298	3109.164312
1299	3104.090814
1300	3102.080564
1301	3095.734521
1302	3092.36945
1303	3084.111241
1304	3083.470123
1305	3077.970094
1306	3074.769552
1307	3070.331685
1308	3064.604694
1309	3060.942286
1310	3057.524075
1311	3051.979845
1312	3047.634861
1313	3032.482204
1314	3026.114658
1315	3019.828249
1316	3016.940489
1317	3010.050282
1318	3009.823933
1319	3006.138905
1320	3000.870228
1321	2994.450564
1322	2988.450872
1323	2985.492389
1324	2984.953804
1325	2980.49084
1326	2977.167349
1327	2975.883932
1328	2973.390905
1329	2972.990842
1330	2972.107737
1331	2970.890968
1332	2963.956019
1333	2959.944122
1334	2957.839051
1335	2956.451036
1336	2953.309887
1337	2951.830001
1338	2950.620032
1339	2950.05913
1340	2949.96768
1341	2945.113952
1342	2939.142811
1343	2935.797021
1344	2928.216572
1345	2922.321829
1346	2913.973017
1347	2910.805619
1348	2910.054561
1349	2906.877497
1350	2906.054249
1351	2905.626678
1352	2903.901701
1353	2899.695785
1354	2891.96527
1355	2890.898743
1356	2887.896087
1357	2885.581995
1358	2882.481815
1359	2880.153229
1360	2874.938062
1361	2870.053284
1362	2863.533092
1363	2861.046341
1364	2850.154539
1365	2848.685606
1366	2841.025292
1367	2839.318783
1368	2836.415223
1369	2835.630472
1370	2832.338915
1371	2825.846657
1372	2818.944077
1373	2818.62145
1374	2813.248141
1375	2812.912104
1376	2809.111367
1377	2805.669746
1378	2803.515219
1379	2803.287678
1380	2800.184976
1381	2797.541496
1382	2793.471249
1383	2793.315768
1384	2792.816486
1385	2791.421177
1386	2790.051299
1387	2787.257828
1388	2781.820793
1389	2781.510946
1390	2776.493279
1391	2774.369767
1392	2768.796724
1393	2758.661977
1394	2753.653018
1395	2749.274469
1396	2748.841392
1397	2748.457852
1398	2740.851315
1399	2737.239776
1400	2735.665114
1401	2735.147112
1402	2723.804704
1403	2720.797087
1404	2715.782034
1405	2712.857733
1406	2712.321588
1407	2711.771466
1408	2701.670471
1409	2701.502971
1410	2697.006511
1411	2696.77422
1412	2695.096898
1413	2694.173166
1414	2693.001136
1415	2689.807169
1416	2688.078788
1417	2687.009419
1418	2686.05407
1419	2678.095842
1420	2676.017588
1421	2674.139742
1422	2672.517457
1423	2667.003891
1424	2665.77527
1425	2661.548196
1426	2660.934667
1427	2658.74223
1428	2647.978596
1429	2642.462502
1430	2640.432376
1431	2638.174486
1432	2635.839044
1433	2633.045404
1434	2631.211771
1435	2628.953393
1436	2624.008516
1437	2622.131163
1438	2616.875721
1439	2605.401657
1440	2599.368076
1441	2595.382379
1442	2595.059806
1443	2593.600797
1444	2592.415536
1445	2591.33979
1446	2585.562553
1447	2583.156324
1448	2577.052491
1449	2576.415479
1450	2571.279079
1451	2571.110479
1452	2569.362386
1453	2568.220764
1454	2564.969305
1455	2559.843974
1456	2556.068893
1457	2554.229253
1458	2547.960978
1459	2546.011416
1460	2544.750252
1461	2542.407614
1462	2540.203915
1463	2537.642708
1464	2535.520843
1465	2534.162444
1466	2529.455545
1467	2528.789007
1468	2528.700179
1469	2525.777486
1470	2521.862699
1471	2519.80848
1472	2516.77242
1473	2513.434229
1474	2509.021181
1475	2507.360799
1476	2502.995114
1477	2501.090275
1478	2497.603399
1479	2494.382916
1480	2491.426596
1481	2489.481851
1482	2485.684808
1483	2484.621701
1484	2479.36511
1485	2476.666913
1486	2476.286483
1487	2475.894039
1488	2475.6326
1489	2475.33159
1490	2471.033828
1491	2466.791718
1492	2466.527765
1493	2465.04741
1494	2464.9713
1495	2458.626193
1496	2456.247913
1497	2455.985481
1498	2453.901604
1499	2453.731737
1500	2451.300758
1501	2450.677721
1502	2448.655887
1503	2444.39192
1504	2443.157008
1505	2437.764603
1506	2434.376937
1507	2432.443843
1508	2429.854216
1509	2424.995404
1510	2422.0098
1511	2417.611505
1512	2415.965354
1513	2410.36457
1514	2408.731229
1515	2404.192986
1516	2403.019313
1517	2401.905842
1518	2399.170404
1519	2397.178968
1520	2391.926019
1521	2388.827801
1522	2384.377221
1523	2383.274464
1524	2379.303027
1525	2375.986203
1526	2372.348401
1527	2371.377078
1528	2368.168398
1529	2363.75234
1530	2363.367845
1531	2361.625892
1532	2356.852862
1533	2354.187432
1534	2336.071584
1535	2335.961412
1536	2328.489839
1537	2321.547056
1538	2318.549912
1539	2318.472701
1540	2316.880329
1541	2315.144924
1542	2314.845084
1543	2310.920872
1544	2304.879115
1545	2302.705562
1546	2301.930563
1547	2299.473174
1548	2297.810196
1549	2293.645426
1550	2285.721153
1551	2285.028185
1552	2281.743569
1553	2281.641768
1554	2268.362127
1555	2265.756994
1556	2264.339002
1557	2262.757837
1558	2260.27557
1559	2255.059758
1560	2254.216407
1561	2250.347046
1562	2246.659645
1563	2241.789629
1564	2236.96032
1565	2235.703167
1566	2235.072205
1567	2233.359201
1568	2233.308011
1569	2232.781122
1570	2232.502255
1571	2229.136669
1572	2227.538642
1573	2223.535314
1574	2223.163927
1575	2220.150609
1576	2218.633856
1577	2215.655705
1578	2206.404478
1579	2205.810908
1580	2200.771749
1581	2199.503606
1582	2199.147446
1583	2198.155999
1584	2198.104691
1585	2197.766443
1586	2191.663481
1587	2191.393253
1588	2189.225964
1589	2187.313047
1590	2187.152607
1591	2184.523023
1592	2183.038335
1593	2181.782675
1594	2180.36043
1595	2175.668078
1596	2169.616069
1597	2167.269746
1598	2164.843755
1599	2163.471221
1600	2155.359293
1601	2154.97668
1602	2154.552439
1603	2153.406938
1604	2152.412868
1605	2152.151151
1606	2152.006357
1607	2150.602214
1608	2150.143578
1609	2149.595267
1610	2141.931088
1611	2138.418581
1612	2137.586474
1613	2134.617444
1614	2131.28588
1615	2129.315983
1616	2127.606691
1617	2125.027672
1618	2122.095393
1619	2121.536989
1620	2117.576708
1621	2115.070792
1622	2114.316334
1623	2113.372188
1624	2113.029805
1625	2110.200565
1626	2108.497061
1627	2107.908054
1628	2101.989388
1629	2097.333221
1630	2094.626483
1631	2093.530824
1632	2093.252762
1633	2092.370912
1634	2091.999156
1635	2089.901643
1636	2087.927075
1637	2087.740707
1638	2086.491735
1639	2085.013472
1640	2081.044304
1641	2080.340158
1642	2080.219393
1643	2078.054007
1644	2077.45953
1645	2076.239525
1646	2074.318203
1647	2072.6714
1648	2070.679091
1649	2070.030188
1650	2068.763172
1651	2066.485989
1652	2066.379264
1653	2065.368682
1654	2060.518796
1655	2047.311957
1656	2046.744421
1657	2035.887136
1658	2031.513316
1659	2029.803422
1660	2029.697851
1661	2028.605669
1662	2024.217675
1663	2016.429491
1664	2014.62671
