iter	RMSE
1665	2014.079966
1666	2013.065612
1667	2012.786317
1668	2005.760248
1669	2004.192648
1670	2002.400848
1671	1998.249402
1672	1996.785252
1673	1995.857956
1674	1993.348842
1675	1989.896798
1676	1979.374242
1677	1978.046569
1678	1975.115497
1679	1974.25343
1680	1970.721012
1681	1967.596948
1682	1965.327805
1683	1963.659615
1684	1962.424891
1685	1961.23328
1686	1961.189962
1687	1959.539026
1688	1956.801892
1689	1956.528575
1690	1951.080787
1691	1950.203207
1692	1949.527822
1693	1948.440246
1694	1948.018034
1695	1947.243474
1696	1944.306742
1697	1937.037339
1698	1935.911702
1699	1934.116031
1700	1933.169987
1701	1932.250825
1702	1930.348807
1703	1929.022103
1704	1925.74234
1705	1923.482801
1706	1920.517588
1707	1916.340688
1708	1914.199808
1709	1911.780023
1710	1909.272899
1711	1908.228416
1712	1907.979647
1713	1907.484078
1714	1906.972637
1715	1906.463963
1716	1906.137957
1717	1902.859364
1718	1902.252208
1719	1901.531835
1720	1899.823315
1721	1899.357461
1722	1898.783078
1723	1896.03419
1724	1895.274829
1725	1891.364731
1726	1890.760351
1727	1890.520979
1728	1888.105786
1729	1885.790311
1730	1885.728566
1731	1882.357165
1732	1881.196063
1733	1880.362809
1734	1879.951664
1735	1879.131289
1736	1874.817574
1737	1872.703207
1738	1869.188579
1739	1867.340177
1740	1865.659867
1741	1863.406947
1742	1862.479306
1743	1861.157645
1744	1860.682485
1745	1859.492369
1746	1859.110442
1747	1857.834397
1748	1856.3352
1749	1854.653305
1750	1854.57296
1751	1853.009832
1752	1849.865455
1753	1848.336063
1754	1845.076264
1755	1844.60465
1756	1842.769168
1757	1841.262564
1758	1840.750551
1759	1839.214796
1760	1839.165082
1761	1838.478581
1762	1838.113799
1763	1833.81096
1764	1833.575538
1765	1830.972775
1766	1829.343806
1767	1829.093637
1768	1827.40133
1769	1826.875129
1770	1825.170349
1771	1824.747572
1772	1822.950605
1773	1819.875545
1774	1819.365814
1775	1818.94607
1776	1816.051917
1777	1812.561107
1778	1811.727723
1779	1810.601593
1780	1808.865581
1781	1806.954005
1782	1805.813621
1783	1803.492481
1784	1803.106225
1785	1798.984403
1786	1798.883852
1787	1795.66246
1788	1795.484977
1789	1795.374201
1790	1793.400315
1791	1789.668789
1792	1785.557391
1793	1781.812987
1794	1781.564627
1795	1781.447521
1796	1778.0585
1797	1776.608679
1798	1773.5433
1799	1771.103134
1800	1770.653907
1801	1763.047777
1802	1762.875309
1803	1762.460506
1804	1760.648502
1805	1758.988709
1806	1757.466902
1807	1757.127152
1808	1756.642647
1809	1755.301917
1810	1755.2624
1811	1751.300436
1812	1745.48134
1813	1743.259437
1814	1742.12247
1815	1740.778928
1816	1738.934779
1817	1738.28266
1818	1736.451954
1819	1735.433211
1820	1735.201902
1821	1731.976187
1822	1731.62144
1823	1730.192649
1824	1729.878777
1825	1729.082798
1826	1728.338923
1827	1727.864712
1828	1726.581783
1829	1725.237966
1830	1725.04516
1831	1722.623496
1832	1721.689871
1833	1720.552681
1834	1720.212127
1835	1718.606631
1836	1717.98154
1837	1716.22053
1838	1713.992086
1839	1712.726255
1840	1711.241857
1841	1711.043803
1842	1709.945643
1843	1707.830743
1844	1705.828574
1845	1701.006839
1846	1698.152244
1847	1696.73265
1848	1696.698663
1849	1694.181412
1850	1692.250851
1851	1691.16705
1852	1690.127677
1853	1689.369795
1854	1686.12352
1855	1685.89423
1856	1685.474879
1857	1682.365622
1858	1681.400004
1859	1680.091079
1860	1678.835566
1861	1676.574379
1862	1673.062592
1863	1671.593884
1864	1671.467011
1865	1670.418655
1866	1669.915966
1867	1668.780164
1868	1668.652434
1869	1667.394121
1870	1667.28775
1871	1667.10397
1872	1664.009354
1873	1663.605293
1874	1662.780109
1875	1662.185114
1876	1661.922416
1877	1661.172015
1878	1659.842599
1879	1658.968975
1880	1657.477654
1881	1656.793912
1882	1656.474466
1883	1655.280547
1884	1654.566962
1885	1654.516693
1886	1651.4295
1887	1649.603886
1888	1649.220861
1889	1645.334032
1890	1643.273369
1891	1642.368034
1892	1642.311273
1893	1640.124125
1894	1638.578944
1895	1637.57211
1896	1635.572824
1897	1635.496608
1898	1634.486292
1899	1629.051646
1900	1628.061922
1901	1627.604672
1902	1621.871027
1903	1620.405105
1904	1620.053567
1905	1619.03642
1906	1618.6455
1907	1615.771526
1908	1615.552454
1909	1614.207437
1910	1608.545317
1911	1607.115429
1912	1606.870984
1913	1605.468157
1914	1604.829081
1915	1604.35626
1916	1603.162159
1917	1602.960921
1918	1602.033566
1919	1601.132335
1920	1600.720773
1921	1600.674197
1922	1599.539698
1923	1599.248772
1924	1598.751519
1925	1597.751164
1926	1596.385652
1927	1595.226178
1928	1594.983507
1929	1593.580244
1930	1591.855324
1931	1589.304047
1932	1588.107727
1933	1587.941758
1934	1586.948951
1935	1585.568574
1936	1584.503823
1937	1583.061482
1938	1582.437826
1939	1574.936199
1940	1574.399098
1941	1570.491964
1942	1570.021198
1943	1568.508063
1944	1568.479597
1945	1566.729455
1946	1565.882415
1947	1565.341921
1948	1564.416125
1949	1562.989662
1950	1559.58729
1951	1558.263907
1952	1548.29043
1953	1547.324125
1954	1544.697596
1955	1541.678262
1956	1540.420797
1957	1540.024467
1958	1539.268242
1959	1538.323554
1960	1537.280238
1961	1536.316889
1962	1534.962221
1963	1534.776837
1964	1531.357342
1965	1529.37744
1966	1528.080763
1967	1527.041757
1968	1526.57114
1969	1524.914963
1970	1524.835953
1971	1524.010589
1972	1520.513471
1973	1519.412238
1974	1517.843593
1975	1517.352653
1976	1515.451507
1977	1513.270814
1978	1512.277957
1979	1510.942286
1980	1510.4137
1981	1508.205051
1982	1507.991645
1983	1506.946701
1984	1504.88899
1985	1503.347499
1986	1502.270373
1987	1501.761986
1988	1499.618511
1989	1498.153174
1990	1496.750159
1991	1494.454837
1992	1493.211445
1993	1491.771205
1994	1490.027279
1995	1487.222405
1996	1485.983839
1997	1485.808615
1998	1485.645074
1999	1484.348975
2000	1481.3017
2001	1478.468167
2002	1475.637655
2003	1474.729176
2004	1473.006259
2005	1470.944833
2006	1469.13138
2007	1468.241566
2008	1467.163906
2009	1466.646588
2010	1465.962128
2011	1463.274174
2012	1460.031429
2013	1458.883585
2014	1458.549353
2015	1458.268627
2016	1452.18069
2017	1451.585033
2018	1451.480758
2019	1449.96437
2020	1448.894885
2021	1448.404547
2022	1447.655487
2023	1447.632487
2024	1441.259397
2025	1440.419722
2026	1440.191517
2027	1437.713975
2028	1437.351858
2029	1437.267468
2030	1436.672477
2031	1435.829112
2032	1435.009354
2033	1431.413989
2034	1430.065141
2035	1429.959011
2036	1425.801339
2037	1425.374271
2038	1423.958234
2039	1423.672461
2040	1423.622682
2041	1422.763246
2042	1422.29028
2043	1419.578848
2044	1418.623852
2045	1416.66678
2046	1416.340089
2047	1416.318742
2048	1415.576369
2049	1414.829725
2050	1413.550305
2051	1412.817469
2052	1409.004251
2053	1408.904576
2054	1402.692427
2055	1401.551652
2056	1399.231071
2057	1398.285431
2058	1391.487406
2059	1390.982457
2060	1390.327444
2061	1390.116927
2062	1388.945905
2063	1388.840276
2064	1387.006026
2065	1386.44232
2066	1385.025177
2067	1383.459666
2068	1382.651632
2069	1381.837568
2070	1381.213095
2071	1381.013181
2072	1380.5503
2073	1378.237217
2074	1377.676365
2075	1377.3407
2076	1376.361883
2077	1376.353903
2078	1375.610103
2079	1375.396985
2080	1374.817348
2081	1374.32872
2082	1373.847009
2083	1373.207706
2084	1371.860815
2085	1370.931714
2086	1370.458611
2087	1369.814924
2088	1369.726375
2089	1368.404621
2090	1358.438731
2091	1357.414472
2092	1356.93779
2093	1356.877102
2094	1356.399979
2095	1355.670258
2096	1353.716681
2097	1353.52739
2098	1350.455688
2099	1347.189171
2100	1344.912663
2101	1343.378757
2102	1342.559895
2103	1342.247831
2104	1341.438486
2105	1340.357274
2106	1339.677915
2107	1338.762009
2108	1337.315203
2109	1334.458557
2110	1333.968781
2111	1333.862428
2112	1333.57107
2113	1331.714031
2114	1331.571696
2115	1331.172226
2116	1330.123496
2117	1329.829947
2118	1329.011852
2119	1328.475362
2120	1328.028504
2121	1327.291101
2122	1326.647674
2123	1326.514279
2124	1322.847717
2125	1322.820786
2126	1322.480099
2127	1322.171463
2128	1322.056403
2129	1321.319621
2130	1319.135485
2131	1318.912649
2132	1317.93125
2133	1317.113868
2134	1317.00325
2135	1316.416422
2136	1315.710171
2137	1314.52588
2138	1311.142498
2139	1310.003626
2140	1309.137589
2141	1307.125361
2142	1306.103352
2143	1305.029515
2144	1304.687377
2145	1303.633904
2146	1303.53087
2147	1302.715139
2148	1300.273485
2149	1297.847792
2150	1295.610504
2151	1293.172127
2152	1290.93606
2153	1290.461731
2154	1286.558299
2155	1283.885812
2156	1283.792421
2157	1283.293424
2158	1282.287703
2159	1279.002147
2160	1278.397822
2161	1278.148416
2162	1278.057705
2163	1277.225108
2164	1276.837601
2165	1275.933293
2166	1274.45455
2167	1273.786214
2168	1272.858178
2169	1272.123151
2170	1271.513416
2171	1259.878738
2172	1258.797315
2173	1258.754323
2174	1257.661113
2175	1253.28974
2176	1251.832722
2177	1251.432813
2178	1251.087988
2179	1246.970064
2180	1246.581877
2181	1243.696745
2182	1243.605888
2183	1239.16165
2184	1237.930615
2185	1235.686248
2186	1235.60567
2187	1234.247387
2188	1233.134078
2189	1232.76372
2190	1232.532795
2191	1232.042189
2192	1230.202983
2193	1229.894947
2194	1229.663389
2195	1228.894681
2196	1228.884166
2197	1225.104582
2198	1222.532004
2199	1219.893726
2200	1219.729615
2201	1218.987945
2202	1218.509559
2203	1217.006812
2204	1216.345485
2205	1216.22624
2206	1214.87494
2207	1214.770163
2208	1211.813309
2209	1210.980541
2210	1210.964864
2211	1210.532609
2212	1207.915993
2213	1206.242496
2214	1205.177824
2215	1205.103209
2216	1204.129718
2217	1199.571321
2218	1198.785037
2219	1197.601611
2220	1197.166029
2221	1192.93322
2222	1192.58726
2223	1189.265201
2224	1188.974943
2225	1187.962343
2226	1187.588775
2227	1187.25076
2228	1186.010597
2229	1185.723489
2230	1185.460412
2231	1179.38778
2232	1178.028174
2233	1175.868076
2234	1174.727628
2235	1172.710303
2236	1172.697536
2237	1172.646142
2238	1171.74575
2239	1171.171358
2240	1171.005656
2241	1168.848953
2242	1167.794581
2243	1166.992965
2244	1166.551767
2245	1164.261896
2246	1164.019343
2247	1162.805047
2248	1161.378422
2249	1161.021343
2250	1160.581514
2251	1160.523048
2252	1159.936668
2253	1159.847225
2254	1159.385219
2255	1159.234379
2256	1156.964402
2257	1156.880418
2258	1155.570433
2259	1153.877707
2260	1153.411561
2261	1152.892857
2262	1152.744494
2263	1151.901452
2264	1150.797163
2265	1149.721828
2266	1149.415392
2267	1149.23187
2268	1148.818995
2269	1148.649094
2270	1146.444979
2271	1146.40434
2272	1145.857703
2273	1145.660552
2274	1143.593524
2275	1143.582679
2276	1135.884534
2277	1135.151771
2278	1131.799621
2279	1131.621754
2280	1131.188738
2281	1131.155092
2282	1126.714258
2283	1126.437866
2284	1124.408301
2285	1123.651107
2286	1118.839705
2287	1117.656784
2288	1116.141077
2289	1116.058128
2290	1113.356984
2291	1109.907753
2292	1109.444166
2293	1109.090567
2294	1103.739025
2295	1103.100409
2296	1103.074776
2297	1102.173008
2298	1101.876193
2299	1101.277755
2300	1099.619299
2301	1099.085571
2302	1098.089025
2303	1096.475241
2304	1093.082996
2305	1090.897907
2306	1090.510023
2307	1090.196851
2308	1089.442118
2309	1089.340497
2310	1089.223289
